TARGET_WINS,BATTING_2B,BATTING_3B,BATTING_HR,BATTING_BB,BATTING_SO,BASERUN_SB,PITCHING_H,PITCHING_HR,PITCHING_BB,PITCHING_SO,FIELDING_E,FIELDING_DP,BATTING_1B,BATTING_TB,WHGP,PITCHING_SO_BB,BATTING_BB_SO,BsR
86,190,79,41,461,816,245,1455,44,495,875,260,117,1046,1827,12.03703704,1.767676768,0.56495098,549.0033787
79,206,72,43,448,626,196,1432,46,477,667,247,119,1023,1823,11.78395062,1.398322851,0.715654952,541.0518493
96,203,128,49,322,833,388.6314549,2092,75,492,1273,705,38.24703848,989,1975,15.95061728,2.587398374,0.386554622,551.3484978
61,184,88,25,415,786,251.4430768,1849,37,617,1168,623,18.10845913,947,1679,15.22222222,1.893030794,0.527989822,464.3114469
59,153,63,10,469,746,333,1446,12,580,923,648,2.942803933,943,1478,12.50617284,1.59137931,0.628686327,403.4410727
92,242,120,37,563,401,654,1925,44,676,481,659,29.59867881,1205,2197,16.05555556,0.711538462,1.403990025,770.6250766
67,192,83,22,352,566,385,1493,26,416,669,545,79.45054073,966,1687,11.78395062,1.608173077,0.621908127,452.15748
84,186,82,24,502,643,373,1741,29,602,772,643,37.81050267,1159,1873,14.46296296,1.282392027,0.780715397,599.4753217
85,170,119,36,661,664,410,1752,43,793,797,604,56.39608467,1135,1976,15.70987654,1.005044136,0.995481928,688.3359828
51,176,122,33,550,529,250,1630,36,606,583,644,93.20974884,1148,1998,13.80246914,0.962046205,1.039697543,663.4766901
75,204,107,34,669,403,290,1989,42,834,502,479,104.2602349,1251,2116,17.42592593,0.601918465,1.660049628,779.3122867
104,167,84,13,564,344,272,1872,14,613,374,354,125.533365,1458,2096,15.33950617,0.610114192,1.639534884,775.2190138
94,223,78,19,458,419,398,1808,21,501,459,337,112.2799336,1332,2088,14.25308642,0.916167665,1.093078759,712.4079365
88,234,70,34,512,620,160,1520,36,539,652,272,110,1107,1921,12.70987654,1.209647495,0.825806452,616.7559649
49,206,56,38,494,674,135,1366,40,520,709,287,147,999,1731,11.64197531,1.363461538,0.732937685,516.1577975
94,218,124,44,394,336,187,1920,52,469,400,392,124,1226,2210,14.74691358,0.852878465,1.172619048,715.3523824
91,231,112,50,325,443,156,1896,59,384,524,302,119,1210,2208,14.07407407,1.364583333,0.733634312,687.0088757
107,261,133,56,308,659,166,1841,66,362,774,276,101,1118,2263,13.59876543,2.138121547,0.46737481,685.4112395
100,204,110,27,365,600,106,1432,28,384,631,248,87,1020,1866,11.20987654,1.643229167,0.608333333,530.6282985
85,238,109,18,503,577,204,1556,19,543,623,257,91,1076,1951,12.95679012,1.14732965,0.871750433,621.9523194
96,239,90,19,519,581,187,1433,20,550,615,256,105,1005,1829,12.24074074,1.118181818,0.893287435,565.8717793
108,217,82,15,565,511,127,1505,16,606,548,242,102,1089,1829,13.0308642,0.904290429,1.105675147,593.0622377
96,207,59,15,488,507,136,1379,16,513,533,193,114,1030,1681,11.67901235,1.038986355,0.962524655,500.0715879
96,211,68,15,497,504,112,1412,16,530,537,195,124,1031,1717,11.98765432,1.013207547,0.986111111,517.2090786
96,204,69,19,522,417,141,1637,24,671,536,195,114,981,1672,14.24691358,0.79880775,1.251798561,499.1585131
78,214,58,39,557,486,128,1661,46,659,575,169,140,1094,1852,14.32098765,0.872534143,1.146090535,598.6217078
76,229,75,23,564,454,104,1566,24,597,481,194,139,1152,1927,13.35185185,0.805695142,1.242290749,644.9633168
79,261,73,18,450,362,87,1594,19,473,381,165,159,1163,1976,12.75925926,0.805496829,1.243093923,632.7477874
65,270,58,36,417,512,82,1538,38,444,546,247,134,1079,1937,12.2345679,1.22972973,0.814453125,590.3277755
50,274,68,44,547,450,45,1561,47,583,480,282,160,1079,2007,13.2345679,0.823327616,1.215555556,661.3853197
49,264,57,34,492,476,51,1486,36,521,504,193,151,1048,1883,12.38888889,0.967370441,1.033613445,587.3591068
54,285,82,29,452,480,86,1492,31,475,505,234,170,1022,1954,12.14197531,1.063157895,0.941666667,599.834682
60,275,66,40,412,542,105,1520,42,436,574,182,147,1055,1963,12.07407407,1.316513761,0.760147601,594.8283308
61,300,73,29,434,520,89,1524,31,457,547,229,167,1047,1982,12.22839506,1.196936543,0.834615385,610.8644225
55,270,72,49,377,581,44,1541,52,397,611,204,169,1074,2026,11.96296296,1.539042821,0.648881239,610.3600274
45,266,60,56,493,567,48,1473,59,519,596,243,174,1018,1954,12.2962963,1.148362235,0.869488536,609.6791179
68,320,61,54,571,504,63,1663,59,621,548,224,145,1095,2134,14.09876543,0.882447665,1.132936508,729.2692678
81,306,75,54,650,570,124,1664,58,693,608,201,150,1126,2179,14.54938272,0.877344877,1.140350877,781.82061
83,298,67,73,645,498,96,1635,77,683,527,201,144,1106,2195,14.30864198,0.7715959,1.295180723,779.1446815
78,303,65,90,614,489,58,1643,95,646,514,170,146,1104,2265,14.12962963,0.795665635,1.255623722,795.8725941
85,287,68,107,641,594,84,1711,114,683,633,187,148,1143,2349,14.77777778,0.926793558,1.079124579,846.1880591
96,324,61,107,707,503,60,1852,116,769,547,203,187,1211,2470,16.17901235,0.711313394,1.4055666,944.994603
95,308,61,133,634,542,45,1776,143,680,581,192,158,1153,2484,15.16049383,0.854411765,1.169741697,902.9603575
86,317,84,153,621,628,58,1733,161,653,661,182,164,1093,2591,14.72839506,1.012251149,0.988853503,928.0831017
72,238,45,61,518,630,92,1492,65,552,671,163,191,1056,1911,12.61728395,1.21557971,0.822222222,604.5097243
81,291,59,73,549,531,63,1612,77,578,559,181,162,1109,2160,13.51851852,0.967128028,1.033898305,730.1767831
75,237,46,53,569,562,76,1541,56,599,591,177,208,1129,1953,13.20987654,0.986644407,1.012455516,650.96148
87,217,57,108,701,621,43,1562,114,737,653,144,181,1103,2140,14.19135802,0.886024423,1.128824477,761.4837124
100,290,42,126,860,577,40,1606,132,899,603,121,182,1079,2289,15.46296296,0.670745273,1.490467938,882.5697062
101,286,38,138,878,536,45,1660,145,924,564,126,218,1116,2354,15.95061728,0.61038961,1.638059701,923.7719304
99,302,64,169,756,612,34,1842,178,795,644,117,190,1216,2688,16.27777778,0.810062893,1.235294118,1049.747161
92,245,34,134,795,625,21,1580,141,836,657,145,194,1089,2217,14.91358025,0.785885167,1.272,823.4262267
80,245,36,119,570,777,62,1481,125,600,817,150,190,1008,2082,12.84567901,1.361666667,0.733590734,678.5334996
89,270,39,107,525,636,35,1552,113,556,673,156,183,1050,2135,13.01234568,1.210431655,0.825471698,695.3680752
73,257,43,129,688,694,54,1589,136,724,730,185,171,1082,2241,14.27777778,1.008287293,0.991354467,797.5056778
88,254,41,144,744,771,45,1540,151,783,811,143,147,1025,2232,14.33950617,1.035759898,0.964980545,799.8063362
86,243,34,161,656,777,31,1527,169,690,817,157,188,1014,2246,13.68518519,1.184057971,0.844272844,771.0019683
83,241,32,163,671,863,31,1477,171,706,908,153,181,968,2198,13.47530864,1.28611898,0.777520278,747.7780143
79,261,29,131,659,852,72,1477,138,693,896,137,176,983,2116,13.39506173,1.292929293,0.773474178,717.3545829
68,246,34,130,600,839,36,1504,137,631,883,147,164,1020,2134,13.17901235,1.399366086,0.715137068,710.6444782
76,251,37,112,647,847,56,1401,112,647,847,143,140,1001,2062,12.64197531,1.309119011,0.763872491,695.1561415
76,249,34,172,478,960,27,1421,173,481,966,133,120,957,2245,11.74074074,2.008316008,0.497916667,701.0923848
72,253,29,186,504,917,18,1425,186,504,917,136,123,957,2294,11.90740741,1.819444444,0.549618321,728.2862191
62,244,40,165,607,964,47,1378,165,607,964,159,129,929,2197,12.25308642,1.588138386,0.62966805,719.6392763
72,228,44,145,542,1020,35,1318,145,542,1020,153,153,901,2069,11.48148148,1.881918819,0.531372549,644.3963471
92,216,39,158,522,1020,68,1394,158,522,1020,142,142,981,2162,11.82716049,1.954022989,0.511764706,685.6095262
86,207,17,125,582,974,76,1253,125,582,974,128,147,904,1869,11.32716049,1.673539519,0.597535934,580.5583751
87,234,37,197,658,923,41,1381,197,658,923,157,178,913,2280,12.58641975,1.402735562,0.712892741,763.656618
85,246,28,161,552,871,51,1360,161,552,871,116,149,925,2145,11.80246914,1.577898551,0.633754305,681.6013165
89,235,30,147,581,799,114,1472,147,581,799,127,162,1060,2208,12.67283951,1.375215146,0.727158949,739.3085007
84,236,31,109,569,811,104,1449,109,569,811,145,156,1073,2074,12.45679012,1.425307557,0.701602959,686.1919028
96,288,45,136,572,750,67,1538,138,579,759,137,144,1050,2305,13.06790123,1.310880829,0.762666667,779.7763935
83,257,53,134,500,832,95,1448,134,500,832,139,148,1004,2213,12.02469136,1.664,0.600961538,706.4809062
98,268,46,171,578,830,74,1475,170,574,825,145,170,999,2357,12.64814815,1.43728223,0.696385542,787.8901594
92,314,34,196,518,717,61,1607,198,524,726,144,168,1043,2557,13.15432099,1.385496183,0.722454672,858.4793727
84,301,36,164,481,729,80,1628,166,487,738,151,209,1107,2473,13.05555556,1.515400411,0.659807956,826.3540645
89,271,31,136,547,736,42,1536,136,547,736,121,172,1098,2277,12.85802469,1.345521024,0.743206522,767.4628707
78,287,32,142,536,758,30,1512,142,536,758,130,168,1051,2289,12.64197531,1.414179104,0.707124011,760.3403884
81,292,31,162,562,816,66,1615,162,562,816,145,161,1130,2455,13.4382716,1.451957295,0.68872549,852.7205626
78,273,26,174,606,825,77,1554,174,606,825,110,158,1081,2401,13.33333333,1.361386139,0.734545455,832.394001
83,326,30,108,643,755,56,1571,108,643,755,127,162,1107,2281,13.66666667,1.174183515,0.851655629,813.7022704
88,298,31,106,598,795,53,1502,106,598,795,123,154,1067,2180,12.96296296,1.329431438,0.752201258,744.4324645
84,305,25,126,593,820,59,1486,126,593,820,116,165,1030,2219,12.83333333,1.382799325,0.723170732,750.4796137
73,259,21,84,591,865,44,1343,84,591,865,139,170,979,1896,11.9382716,1.463620981,0.683236994,609.3853486
80,319,29,114,508,871,73,1451,114,508,871,122,155,989,2170,12.09259259,1.714566929,0.583237658,696.2973895
76,313,27,169,569,1018,114,2060,238,802,1434,114,175,953,2336,17.66666667,1.788029925,0.558939096,771.9257485
97,322,35,197,630,1038,111,1771,222,709,1168,135,170,1020,2557,15.30864198,1.647390691,0.606936416,895.4850849
85,308,31,209,642,1020,91,1631,209,642,1020,135,152,1083,2628,14.0308642,1.588785047,0.629411765,940.7639894
78,373,32,185,514,1044,68,1684,185,514,1044,136,179,1094,2676,13.56790123,2.031128405,0.492337165,925.0308212
92,338,35,205,541,1049,72,1568,205,541,1049,105,128,990,2591,13.01851852,1.939001848,0.515729266,870.7340553
94,334,42,176,597,928,67,1551,176,597,928,127,131,999,2497,13.25925926,1.554438861,0.643318966,857.5286358
85,316,32,167,611,1019,43,1503,167,611,1019,109,120,988,2384,13.04938272,1.667757774,0.599607458,813.2231505
83,318,29,199,523,1138,46,1511,200,526,1145,114,130,956,2475,12.57407407,2.176806084,0.459578207,809.651685
93,348,33,177,545,944,80,1560,177,545,944,104,140,1002,2505,12.99382716,1.732110092,0.577330508,843.7929231
95,371,40,238,620,943,88,1667,238,620,943,113,130,1018,2832,14.11728395,1.520967742,0.65747614,1006.074621
98,373,25,222,659,1189,68,1613,222,659,1189,118,129,993,2702,14.02469136,1.804248862,0.554247267,963.3635463
95,339,21,199,653,1044,45,1579,199,653,1044,109,135,1020,2557,13.77777778,1.598774885,0.625478927,905.6381926
86,327,16,192,672,1056,51,1510,192,672,1056,66,174,975,2445,13.4691358,1.571428571,0.636363636,855.9651983
43,190,77,21,537,746,298,2059,34,879,1221,645,43.44383888,970,1665,18.13580247,1.389078498,0.719839142,498.229069
102,280,95,68,819,546,517,2060,85,1029,686,576,85.10899045,1197,2314,19.06790123,0.666666667,1.5,915.8377184
81,237,89,44,425,700,231,1552,46,447,736,297,126,1105,2022,12.33950617,1.646532438,0.607142857,627.8212339
75,218,80,38,504,697,265,1532,41,537,743,304,110,1101,1929,12.77160494,1.383612663,0.723098996,614.6474386
93,238,101,57,314,668,381.3813891,2341,83,458,975,676,37.14667278,1208,2215,17.27777778,2.128820961,0.47005988,685.6663011
93,228,114,42,616,453,334,2040,52,756,556,652,60.04449807,1278,2244,17.25925926,0.735449735,1.3598234,824.7593854
104,161,144,60,294,606,376.0221546,2028,90,441,909,650,22.6767906,987,1981,15.24074074,2.06122449,0.485148515,540.6954227
118,259,114,69,601,670,278,2088,90,785,875,621,66.51991222,1156,2292,17.7345679,1.114649682,0.897014925,812.1951603
95,238,131,107,545,536,511,2110,143,730,718,632,89.03260753,1100,2397,17.5308642,0.983561644,1.016791045,815.9741043
92,176,114,92,348,676,344,1729,110,418,811,500,65.76294177,1059,2121,13.25308642,1.940191388,0.514792899,624.240848
82,226,81,97,636,633,298,1919,119,781,777,568,90.71699504,1160,2243,16.66666667,0.994878361,1.004739336,796.9452737
98,191,106,72,631,548,286,1776,86,757,658,476,88.11404652,1111,2099,15.63580247,0.869220608,1.151459854,723.6595971
78,165,102,29,474,535,259,1462,32,526,594,470,52.86639599,1022,1774,12.27160494,1.129277567,0.885981308,527.0418351
90,230,123,43,518,367,420,2100,54,656,464,464,82.47673532,1263,2264,17.01234568,0.707317073,1.411444142,793.6385586
72,232,119,47,528,389,324,2042,58,648,477,484,100.2669126,1266,2275,16.60493827,0.736111111,1.357326478,802.4553245
92,189,91,19,514,426,238,1669,21,555,460,445,73.38670749,1246,1973,13.72839506,0.828828829,1.20657277,661.8546765
82,189,90,30,444,374,270,1711,33,486,409,468,98.17400185,1254,2022,13.5617284,0.841563786,1.187165775,659.046365
75,234,59,38,397,443,219,1709,44,459,513,484,113,1146,1943,13.38271605,1.117647059,0.896162528,594.7749983
62,178,71,21,366,620,238,1698,24,427,723,392,101,1187,1840,13.11728395,1.693208431,0.590322581,547.1513344
80,155,47,7,417,668,263,1678,8,493,790,368,131,1210,1689,13.40123457,1.602434077,0.624251497,504.9786091
109,230,88,36,570,527,182,1475,38,600,554,241,116,1048,1916,12.80864198,0.923333333,1.081593928,622.7571465
97,229,106,57,615,649,225,1477,60,647,683,274,120,1012,2016,13.11111111,1.055641422,0.94761171,670.1774263
98,265,97,46,605,664,177,1631,50,653,717,269,135,1102,2107,14.09876543,1.098009188,0.911144578,726.6587567
93,206,102,62,587,671,192,1445,66,622,710,275,112,995,1961,12.75925926,1.1414791,0.874813711,633.2941343
82,209,78,44,527,607,173,1360,46,554,639,326,92,962,1790,11.81481481,1.153429603,0.868204283,543.1220278
71,205,59,49,422,701,141,1387,52,447,742,293,110,997,1780,11.32098765,1.659955257,0.601997147,512.9884769
105,206,67,26,450,431,200,1808,33,565,541,236,114,1141,1858,14.64814815,0.957522124,1.044083527,575.2577213
87,192,67,24,345,415,174,1571,28,399,480,215,101,1075,1756,12.16049383,1.203007519,0.831325301,491.6971659
68,248,59,39,363,396,74,1741,41,384,419,176,137,1298,2127,13.11728395,1.091145833,0.916666667,688.4406598
84,261,75,44,552,470,102,1730,46,581,494,212,162,1265,2188,14.2654321,0.850258176,1.174468085,776.3779961
87,256,55,95,479,510,190,1678,100,504,536,219,151,1189,2246,13.4691358,1.063492063,0.939215686,751.6662943
86,219,62,70,497,552,145,1590,74,526,584,231,162,1151,2055,13.0617284,1.11026616,0.900362319,670.2903008
72,267,74,90,418,494,99,1631,95,440,520,208,169,1119,2235,12.78395062,1.181818182,0.846153846,712.8552803
86,306,52,69,468,470,89,1607,73,492,494,170,183,1101,2145,12.95679012,1.004065041,0.995744681,696.0298539
90,282,67,78,509,521,69,1688,83,539,552,192,161,1167,2244,13.74691358,1.024118738,0.97696737,761.6373797
96,264,67,97,534,544,87,1616,102,562,572,164,185,1108,2225,13.44444444,1.017793594,0.981617647,746.5217443
104,330,49,148,628,604,110,1880,158,669,644,164,180,1237,2636,15.7345679,0.962630792,1.039735099,988.0564946
95,321,76,180,619,668,74,1905,189,651,703,179,176,1234,2824,15.77777778,1.079877112,0.926646707,1060.506614
88,358,69,88,607,674,52,1746,93,639,709,178,148,1145,2420,14.72222222,1.109546166,0.900593472,875.9931794
95,311,63,73,419,541,50,1681,77,441,569,182,154,1151,2254,13.09876543,1.290249433,0.774491682,733.5376728
92,282,47,108,402,676,63,1720,116,431,725,147,145,1166,2303,13.27777778,1.682134571,0.594674556,744.3761956
105,319,65,93,488,495,69,1749,98,513,521,196,171,1186,2391,13.96296296,1.015594542,0.985858586,822.3773537
98,266,78,101,566,522,75,1701,106,595,549,159,148,1172,2342,14.17283951,0.922689076,1.084291188,820.4245629
95,258,75,69,556,507,52,1630,74,593,540,144,161,1127,2144,13.72222222,0.910623946,1.096646943,726.6591631
88,277,65,96,550,582,64,1557,101,579,612,196,133,1042,2175,13.18518519,1.056994819,0.945017182,719.9046053
79,286,50,90,507,595,66,1595,95,533,626,209,150,1090,2172,13.13580247,1.174484053,0.85210084,714.6239454
74,251,26,104,588,705,41,1464,109,619,742,189,146,1011,2007,12.85802469,1.198707593,0.834042553,656.2371469
72,236,43,79,535,639,66,1505,83,563,672,178,178,1073,1990,12.7654321,1.193605684,0.837245696,643.2540025
78,219,59,55,608,553,56,1547,58,644,586,177,146,1128,1963,13.52469136,0.909937888,1.099457505,665.9644541
79,248,48,75,547,548,56,1577,79,575,576,195,159,1128,2068,13.28395062,1.00173913,0.998175182,690.3738097
103,241,55,60,583,486,73,1621,63,613,511,125,130,1185,2072,13.79012346,0.83360522,1.199588477,716.0130119
87,236,53,59,620,634,46,1507,62,656,671,155,126,1075,1942,13.35185185,1.022865854,0.977917981,652.9143501
73,243,50,75,495,608,23,1519,79,521,640,158,167,1076,2012,12.59259259,1.22840691,0.814144737,640.5144392
67,237,46,92,466,608,41,1552,97,490,640,181,160,1100,2080,12.60493827,1.306122449,0.766447368,660.8860361
64,223,56,102,417,603,56,1478,107,439,634,197,168,1024,2046,11.83333333,1.444191344,0.691542289,616.7951628
68,237,50,170,507,812,49,1455,180,537,860,210,179,917,2221,12.2962963,1.601489758,0.624384236,693.2713034
65,210,49,108,502,681,66,1469,114,528,716,190,169,1029,2028,12.32716049,1.356060606,0.737151248,636.6563561
81,235,47,113,444,749,53,1558,119,467,788,154,129,1086,2149,12.5,1.687366167,0.592790387,677.0081688
68,215,60,144,541,785,52,1518,151,569,826,203,148,1024,2210,12.88271605,1.451669596,0.689171975,718.4476746
67,241,47,167,503,729,48,1562,176,529,767,162,173,1030,2321,12.90740741,1.449905482,0.689986283,751.5522311
76,198,58,174,453,853,39,1443,184,480,903,156,156,933,2199,11.87037037,1.88125,0.531066823,667.2731546
63,212,53,149,469,816,58,1418,157,493,858,150,148,934,2113,11.7962963,1.740365112,0.574754902,641.9778389
65,235,33,155,485,1040,29,1452,163,510,1094,144,147,957,2146,12.11111111,2.145098039,0.466346154,665.2441498
76,218,52,191,512,897,41,1552,201,539,944,158,169,1014,2370,12.90740741,1.751391466,0.570791527,767.2947013
78,220,46,171,524,958,34,1462,180,551,1008,147,149,953,2215,12.42592593,1.829401089,0.54697286,701.5319423
63,224,50,125,559,944,54,1431,131,588,993,150,140,961,2059,12.46296296,1.68877551,0.592161017,655.8882794
67,250,54,185,567,1080,37,1510,195,596,1136,193,184,946,2348,13,1.906040268,0.525,767.6577377
59,196,56,126,504,1044,78,1398,126,504,1044,146,171,1020,2084,11.74074074,2.071428571,0.482758621,655.6842105
82,205,44,127,439,1049,68,1286,127,439,1049,155,172,910,1960,10.64814815,2.38952164,0.418493804,572.5163592
72,202,33,134,532,948,65,1316,134,532,948,171,166,947,1986,11.40740741,1.781954887,0.561181435,615.679636
59,203,43,140,457,998,76,1418,140,457,998,166,132,1032,2127,11.57407407,2.18380744,0.457915832,659.5014784
88,212,49,129,512,918,63,1391,130,515,924,122,144,992,2079,11.7654321,1.794174757,0.557734205,652.8203605
92,215,40,142,559,928,30,1400,142,559,928,136,149,1003,2121,12.09259259,1.660107335,0.60237069,685.8502106
84,228,44,179,607,844,39,1424,179,607,844,137,146,973,2277,12.53703704,1.390444811,0.719194313,756.8398431
83,202,34,128,527,772,44,1401,128,527,772,126,150,1037,2055,11.90123457,1.464895636,0.682642487,655.1123719
